Mod:Item:MetaData, Localized Name
botania:livingwoodBow, item.livingwoodBow.name
botania:crystalBow, item.crystalBow.name
botania:cosmetic:0, Black Bowtie
botania:cosmetic:1, Black Tie
botania:cosmetic:2, Red Glasses
botania:cosmetic:3, Puffy Scarf
botania:cosmetic:4, Engineer Goggles
botania:cosmetic:5, Eyepatch
botania:cosmetic:6, Wicked Eyepatch
botania:cosmetic:7, Red Ribbons
botania:cosmetic:8, Pink Flower Bud
botania:cosmetic:9, Polka-Dotted Bows
botania:cosmetic:10, Blue Butterfly
botania:cosmetic:11, Cat Ears
botania:cosmetic:12, Witch Pin
botania:cosmetic:13, Devil Tail
botania:cosmetic:14, Kamui Eye
botania:cosmetic:15, Googly Eyes
botania:cosmetic:16, Four-Leafed Clover
botania:cosmetic:17, Clock Eye
botania:cosmetic:18, Unicorn Horn
botania:cosmetic:19, Devil Horns
botania:cosmetic:20, Hyper Plus
botania:cosmetic:21, Botanist Emblem
botania:cosmetic:22, Ancient Mask
botania:cosmetic:23, Eerie Mask
botania:cosmetic:24, Alien Antenna
botania:cosmetic:25, Anaglyph Glasses
botania:cosmetic:26, Orange Shades
botania:cosmetic:27, Groucho Glasses
botania:cosmetic:28, Thick Eyebrows
botania:cosmetic:29, Lusitanic Shield
botania:cosmetic:30, Tiny Potato Mask
botania:cosmetic:31, Questgiver Mark
botania:swapRing, item.swapRing.name
botania:flowerBag, item.flowerBag.name
botania:phantomInk, item.phantomInk.name
botania:poolMinecart, item.poolMinecart.name
botania:pinkinator, item.pinkinator.name
botania:infiniteFruit, item.infiniteFruit.name
botania:kingKey, item.kingKey.name
botania:flugelEye, item.flugelEye.name
botania:thorRing, item.thorRing.name
botania:odinRing, item.odinRing.name
botania:lokiRing, item.lokiRing.name
botania:aesirRing, item.aesirRing.name
botania:dice, item.dice.name
botania:keepIvy, item.keepIvy.name
botania:blackHoleTalisman:0, Black Hole Talisman
botania:recordGaia1, item.recordGaia1.name
botania:recordGaia2, item.recordGaia2.name
botania:temperanceStone:0, Stone of Temperance
botania:incenseStick, item.incenseStick.name
botania:terraAxe, item.terraAxe.name
botania:waterBowl, item.waterBowl.name
botania:obedienceStick, item.obedienceStick.name
botania:cacophonium, item.cacophonium.name
botania:slimeBottle:0, Slime in a Bottle
botania:starSword, item.starSword.name
botania:exchangeRod, item.exchangeRod.name
botania:magnetRingGreater, item.magnetRingGreater.name
botania:thunderSword, item.thunderSword.name
botania:manaweaveHelm, item.manaweaveHelm.name
botania:manaweaveLegs, item.manaweaveLegs.name
botania:manaweaveChest, item.manaweaveChest.name
botania:manaweaveBoots, item.manaweaveBoots.name
botania:autocraftingHalo, item.autocraftingHalo.name
botania:gaiaHead, item.gaiaHead.name
botania:sextant, item.sextant.name
botania:speedUpBelt, item.speedUpBelt.name
botania:baubleBox, item.baubleBox.name
botania:dodgeRing, item.dodgeRing.name
botania:invisibilityCloak, item.invisibilityCloak.name
botania:cloudPendant, item.cloudPendant.name
botania:superCloudPendant, item.superCloudPendant.name
botania:thirdEye, item.thirdEye.name
botania:astrolabe, item.astrolabe.name
botania:goddessCharm, item.goddessCharm.name
akashictome:tome, item.tome.name
extrautils2:wateringcan, Watering Can
extrautils2:itemcreativedestructionwand, Creative Destruction Wand
extrautils2:itembuilderswand, Builders Wand
extrautils2:itemdestructionwand, Destruction Wand
extrautils2:itemcreativebuilderswand, Creative Builders Wand
extrautils2:soundmuffler, Sound Muffler
extrautils2:enderlilly, Ender Lilly
extrautils2:decorativesolidwood:0, Magical_planks
extrautils2:decorativesolidwood:1, Magical_wood
extrautils2:decorativesolidwood:2, Diagonalwood
extrautils2:trashcan, Trash Can
extrautils2:trashcanfluid, Trash Can (Fluid)
extrautils2:trashcanenergy, Trash Can (Energy)
extrautils2:angelblock, Angel Block
extrautils2:passivegenerator:0, Solar Panel
extrautils2:passivegenerator:1, Lunar Panel
extrautils2:passivegenerator:2, Lava Mill
extrautils2:passivegenerator:3, Water Mill
extrautils2:passivegenerator:4, Wind Mill
extrautils2:passivegenerator:5, Fire Mill
extrautils2:passivegenerator:6, Creative Mill
extrautils2:passivegenerator:7, Manual Mill
extrautils2:passivegenerator:8, Dragon Egg Mill
extrautils2:supermobspawner, Resturbed Mob Spawner
extrautils2:cursedearth, Cursed Earth
extrautils2:redstoneclock, Redstone Clock
extrautils2:compressedcobblestone:0, Compressed Cobblestone
extrautils2:compressedcobblestone:1, Double Compressed Cobblestone
extrautils2:compressedcobblestone:2, Triple Compressed Cobblestone
extrautils2:compressedcobblestone:3, Quadruple Compressed Cobblestone
extrautils2:compressedcobblestone:4, Quintuple Compressed Cobblestone
extrautils2:compressedcobblestone:5, Sextuple Compressed Cobblestone
extrautils2:compressedcobblestone:6, Septuple Compressed Cobblestone
extrautils2:compressedcobblestone:7, Octuple Compressed Cobblestone
extrautils2:compresseddirt:0, Compressed Dirt
extrautils2:compresseddirt:1, Double Compressed Dirt
extrautils2:compresseddirt:2, Triple Compressed Dirt
extrautils2:compresseddirt:3, Quadruple Compressed Dirt
extrautils2:compressedsand:0, Compressed Sand
extrautils2:compressedsand:1, Double Compressed Sand
extrautils2:compressedgravel:0, Compressed Gravel
extrautils2:compressedgravel:1, Double Compressed Gravel
extrautils2:compressednetherrack:0, Compressed Netherrack
extrautils2:compressednetherrack:1, Double Compressed Netherrack
extrautils2:compressednetherrack:2, Triple Compressed Netherrack
extrautils2:compressednetherrack:3, Quadruple Compressed Netherrack
extrautils2:compressednetherrack:4, Quintuple Compressed Netherrack
extrautils2:compressednetherrack:5, Sextuple Compressed Netherrack
extrautils2:glasscutter, Glass Cutter
extrautils2:endershard, Ender Shard
extrautils2:redorchid, Red Orchid
extrautils2:lawsword, Kikoku
extrautils2:sickle_wood, Wooden Sickle
extrautils2:sickle_stone, Stone Sickle
extrautils2:sickle_iron, Iron Sickle
extrautils2:sickle_gold, Golden Sickle
extrautils2:sickle_diamond, Diamond Sickle
extrautils2:poweroverload, Power Overload
extrautils2:resonator, Resonator
extrautils2:suncrystal, Sun Crystal
extrautils2:spotlight, Spotlight
extrautils2:screen, Screen
extrautils2:decorativesolid:0, Border Stone
extrautils2:decorativesolid:1, Crossed Stone
extrautils2:decorativesolid:2, Polished Stone
extrautils2:decorativesolid:3, Stoneburnt
extrautils2:decorativesolid:4, Sandy Glass
extrautils2:decorativesolid:5, Truchet
extrautils2:decorativesolid:6, Blue Quartz
extrautils2:ingredients:0, Resonating Redstone Crystal
extrautils2:ingredients:1, Redstone Gear
extrautils2:ingredients:2, Eye of Redstone
extrautils2:ingredients:3, Lunar Reactive Dust
extrautils2:ingredients:4, Red Coal
extrautils2:ingredients:5, Moon Stone
extrautils2:ingredients:6, Upgrade Speed
extrautils2:ingredients:7, Upgrade Stack
extrautils2:ingredients:8, Upgrade Mining
extrautils2:ingredients:9, Upgrade Base
extrautils2:ingredients:10, Drop of Evil
extrautils2:ingredients:11, Demon Ingot
extrautils2:ingredients:12, Enchanted Ingot
extrautils2:ingredients:13, Wireless RF Heating Coil
extrautils2:ingredients:14, Blue Dye
extrautils2:goldenlasso:0, Golden Lasso
extrautils2:goldenlasso:1, Cursed Lasso
extrautils2:angelring:0, Angel Ring
extrautils2:angelring:1, Angel Ring
extrautils2:angelring:2, Angel Ring
extrautils2:angelring:3, Angel Ring
extrautils2:angelring:4, Angel Ring
extrautils2:angelring:5, Angel Ring
extrautils2:powermanager, Power Manager
extrautils2:bagofholding, Bag Of Holding
extrautils2:decorativeglass:0, Thickened Glass
extrautils2:decorativeglass:1, Thickened Glass (Bordered)
extrautils2:decorativeglass:2, Thickened Glass (Patterned)
extrautils2:decorativeglass:3, Dark Glass
extrautils2:decorativeglass:4, Glowing Glass
extrautils2:decorativeglass:5, Redstone Glass
extrautils2:ineffableglass:0, Ethereal Glass
extrautils2:ineffableglass:1, Reverse Ethereal Glass
extrautils2:ineffableglass:2, Ineffable Glass
extrautils2:ineffableglass:3, Dark Ineffable Glass
extrautils2:pipe, Transfer Pipe
extrautils2:playerchest, Player Chest
extrautils2:wrench, Wrench
extrautils2:boomerang, Magical Boomerang
extrautils2:book, Extra Utilities 2 Manual
extrautils2:contract, Contract
extrautils2:chunkloader, Chunk Loading Ward
extrautils2:filter, Item Filter
extrautils2:filterfluids, Filter Fluids
extrautils2:grocket:0, Transfer Node (Items)
extrautils2:grocket:1, Transfer Filter
extrautils2:grocket:2, Transfer Node (Fluids)
extrautils2:grocket:3, Retrieval Node (Items)
extrautils2:grocket:4, Retrieval Node (Fluids)
extrautils2:indexer, Indexer
extrautils2:indexerremote, Indexer Remote
extrautils2:crafter, Mechanical Crafter
extrautils2:scanner, Scanner
extrautils2:miner, Mechanical Miner
extrautils2:user, Mechanical User
extrautils2:klein, Klein Flask
extrautils2:drum:0, Stone Drum
extrautils2:drum:1, Iron Drum
extrautils2:drum:2, Reinforced Large Drum
extrautils2:drum:3, Demonically Gargantuan Drum
extrautils2:drum:4, Creative Drum
extrautils2:machine:0, Machine Block
extrautils2:machine:0, Furnace
extrautils2:machine:0, Crusher
extrautils2:machine:0, Survival Generator
extrautils2:machine:0, Furnace Generator
extrautils2:machine:0, Culinary Generator
extrautils2:machine:0, Magmatic Generator
extrautils2:machine:0, Heated Redstone Generator
extrautils2:machine:0, Ender Generator
extrautils2:machine:0, Potion Generator
extrautils2:machine:0, Pink Generator
extrautils2:machine:0, Overclocked Generator
extrautils2:machine:0, Explosive Generator
extrautils2:machine:0, Netherstar Generator
extrautils2:machine:0, Halitosis Generator
extrautils2:machine:0, Frosty Generator
extrautils2:machine:0, Undeath Generator
extrautils2:machine:0, Dischantment Generator
extrautils2:machine:0, Slimey Generator
extrautils2:teleporter:0, Overworld Portal
extrautils2:teleporter:1, Deep Dark Portal
extrautils2:powerbattery, Wireless RF Battery
extrautils2:powertransmitter, Wireless RF Transmitter
extrautils2:quarry, Quantum Quarry
extrautils2:quarryproxy, Quantum Quarry Actuator
extrautils2:spike_wood, Wooden Spikes
extrautils2:spike_stone, Stone Spikes
extrautils2:spike_iron, Iron Spikes
extrautils2:spike_gold, Golden Spikes
extrautils2:spike_diamond, Diamond Spikes
extrautils2:spike_creative, Creative Spikes
extrautils2:redstonelantern, Redstone Lantern
extrautils2:minichest, Mini Chest
extrautils2:rainbowgenerator:0, Rainbow Generator!
extrautils2:rainbowgenerator:1, Rainbow Generator (bottom half)
extrautils2:rainbowgenerator:2, Rainbow Generator (top half)
extrautils2:magicapple, Magical Apple
extrautils2:simpledecorative:0, Block of Enchanted Metal
extrautils2:simpledecorative:1, Block of Demon Metal
extrautils2:creativechest, Creative Chest
extrautils2:creativeenergy, Creative Energy Source
extrautils2:creativeharvest, Creative Harvest
extrautils2:synergy:0, Blank
extrautils2:synergy:1, Wither
extrautils2:synergy:2, Nether
extrautils2:synergy:3, Void
extrautils2:synergy:4, Temple
extrautils2:synergy:5, Guardian
extrautils2:synergy:6, End
extrautils2:synergy:7, Brimstone
extrautils2:synergy:8, Bloodmoon
extrautils2:synergy:9, Incandescence
extrautils2:synergy:10, Steam
extrautils2:synergy:11, Firestorm
extrautils2:synergy:12, Moonquake
extrautils2:synergy:13, Plasma
extrautils2:synergy:14, Cobblestone
extrautils2:synergy:15, Meteor
extrautils2:synergy:16, Eclipse
extrautils2:synergy:17, Lowtide
extrautils2:synergy:18, Aurora
extrautils2:synergy:19, Hightide
extrautils2:synergy:20, Solarflare
extrautils2:synergy:21, Rain
extrautils2:trowel, Trowel
extrautils2:biomemarker, Biome Marker
extrautils2:terraformer:0, Terraformer
extrautils2:terraformer:1, Antenna
extrautils2:terraformer:2, Humidifier
extrautils2:terraformer:3, Dehumidifier
extrautils2:terraformer:4, Heater
extrautils2:terraformer:5, Cooler
extrautils2:terraformer:6, Dehostilifier
extrautils2:terraformer:7, Magic Absorbtion
extrautils2:terraformer:8, Magic Infuser
extrautils2:terraformer:9, Climograph Base Unit
morphtool:tool, item.tool.name
psi:material:0, Psidust
psi:material:1, Psimetal Ingot
psi:material:2, Psigem
psi:material:3, Ebony Psimetal Ingot
psi:material:4, Ivory Psimetal Ingot
psi:material:5, Ebony Substance
psi:material:6, Ivory Substance
psi:cadAssembly:0, Iron CAD Assembly
psi:cadAssembly:1, Gold CAD Assembly
psi:cadAssembly:2, Psimetal CAD Assembly
psi:cadAssembly:3, Ebony Psimetal CAD Assembly
psi:cadAssembly:4, Ivory Psimetal CAD Assembly
psi:cadAssembly:5, Creative CAD Assembly
psi:cadCore:0, Basic CAD Core
psi:cadCore:1, Overclocked CAD Core
psi:cadCore:2, Conductive CAD Core
psi:cadCore:3, Hyperclocked CAD Core
psi:cadCore:4, Radiative CAD Core
psi:cadSocket:0, Basic CAD Socket
psi:cadSocket:1, Signaling CAD Socket
psi:cadSocket:2, Large CAD Socket
psi:cadSocket:3, Transmissive CAD Socket
psi:cadSocket:4, Huge CAD Socket
psi:cadBattery:0, Basic CAD Battery
psi:cadBattery:1, Extended CAD Battery
psi:cadBattery:2, Ultradense CAD Battery
psi:cadColorizer:0, White CAD Colorizer
psi:cadColorizer:1, Orange CAD Colorizer
psi:cadColorizer:2, Magenta CAD Colorizer
psi:cadColorizer:3, Light Blue CAD Colorizer
psi:cadColorizer:4, Yellow CAD Colorizer
psi:cadColorizer:5, Lime CAD Colorizer
psi:cadColorizer:6, Pink CAD Colorizer
psi:cadColorizer:7, Gray CAD Colorizer
psi:cadColorizer:8, Light Gray CAD Colorizer
psi:cadColorizer:9, Cyan CAD Colorizer
psi:cadColorizer:10, Purple CAD Colorizer
psi:cadColorizer:11, Blue CAD Colorizer
psi:cadColorizer:12, Brown CAD Colorizer
psi:cadColorizer:13, Green CAD Colorizer
psi:cadColorizer:14, Red CAD Colorizer
psi:cadColorizer:15, Black CAD Colorizer
psi:cadColorizer:16, Full-Spectrum CAD Colorizer
psi:cadColorizer:17, Psi CAD Colorizer
psi:spellBullet:0, Spell Bullet
psi:spellBullet:2, Projectile Spell Bullet
psi:spellBullet:4, Loopcast Spell Bullet
psi:spellBullet:6, Circle Spell Bullet
psi:spellBullet:8, Grenade Spell Bullet
psi:spellBullet:10, Charge Spell Bullet
psi:spellBullet:12, Mine Spell Bullet
psi:spellDrive, item.spellDrive.name
psi:detonator, item.detonator.name
psi:exosuitController, item.exosuitController.name
psi:exosuitSensor:0, Exosuit Light Sensor
psi:exosuitSensor:1, Exosuit Water Sensor
psi:exosuitSensor:2, Exosuit Heat Sensor
psi:exosuitSensor:3, Exosuit Stress Sensor
psi:vectorRuler, item.vectorRuler.name
psi:cad, item.cad.name
psi:psimetalShovel, item.psimetalShovel.name
psi:psimetalPickaxe, item.psimetalPickaxe.name
psi:psimetalAxe, item.psimetalAxe.name
psi:psimetalSword, item.psimetalSword.name
psi:psimetalExosuitHelmet, item.psimetalExosuitHelmet.name
psi:psimetalExosuitChestplate, item.psimetalExosuitChestplate.name
psi:psimetalExosuitLeggings, item.psimetalExosuitLeggings.name
psi:psimetalExosuitBoots, item.psimetalExosuitBoots.name
psi:cadAssembler, tile.cadAssembler.name
psi:programmer, tile.programmer.name
psi:psiDecorative:0, Psidust Block
psi:psiDecorative:1, Psimetal Block
psi:psiDecorative:2, Psigem Block
psi:psiDecorative:3, Dark Psimetal Plate
psi:psiDecorative:4, Dark Psimetal Flow Plate
psi:psiDecorative:5, Bright Psimetal Plate
psi:psiDecorative:6, Bright Psimetal Flow Plate
psi:psiDecorative:7, Ebony Psimetal Block
psi:psiDecorative:8, Ivory Psimetal Block
psi:conjured, tile.conjured.name
quark:obsidian_pressure_plate, tile.obsidian_pressure_plate.name
quark:rain_detector, tile.rain_detector.name
quark:witch_hat, item.witch_hat.name
quark:spruce_trapdoor, tile.spruce_trapdoor.name
quark:birch_trapdoor, tile.birch_trapdoor.name
quark:jungle_trapdoor, tile.jungle_trapdoor.name
quark:acacia_trapdoor, tile.acacia_trapdoor.name
quark:dark_oak_trapdoor, tile.dark_oak_trapdoor.name
quark:paper_wall, tile.paper_wall.name
quark:iron_ladder, tile.iron_ladder.name
quark:custom_bookshelf:0, Spruce Bookshelf
quark:custom_bookshelf:1, Birch Bookshelf
quark:custom_bookshelf:2, Jungle Bookshelf
quark:custom_bookshelf:3, Acacia Bookshelf
quark:custom_bookshelf:4, Dark Oak Bookshelf
quark:colored_item_frame:0, White Item Frame
quark:colored_item_frame:1, Orange Item Frame
quark:colored_item_frame:2, Magenta Item Frame
quark:colored_item_frame:3, Light Blue Item Frame
quark:colored_item_frame:4, Yellow Item Frame
quark:colored_item_frame:5, Lime Item Frame
quark:colored_item_frame:6, Pink Item Frame
quark:colored_item_frame:7, Gray Item Frame
quark:colored_item_frame:8, Light Gray Item Frame
quark:colored_item_frame:9, Cyan Item Frame
quark:colored_item_frame:10, Purple Item Frame
quark:colored_item_frame:11, Blue Item Frame
quark:colored_item_frame:12, Brown Item Frame
quark:colored_item_frame:13, Green Item Frame
quark:colored_item_frame:14, Red Item Frame
quark:colored_item_frame:15, Black Item Frame
quark:lit_lamp, tile.lit_lamp.name
quark:colored_bed_white, tile.colored_bed_white.name
quark:colored_bed_orange, tile.colored_bed_orange.name
quark:colored_bed_magenta, tile.colored_bed_magenta.name
quark:colored_bed_light_blue, tile.colored_bed_light_blue.name
quark:colored_bed_yellow, tile.colored_bed_yellow.name
quark:colored_bed_lime, tile.colored_bed_lime.name
quark:colored_bed_pink, tile.colored_bed_pink.name
quark:colored_bed_gray, tile.colored_bed_gray.name
quark:colored_bed_silver, tile.colored_bed_silver.name
quark:colored_bed_cyan, tile.colored_bed_cyan.name
quark:colored_bed_purple, tile.colored_bed_purple.name
quark:colored_bed_blue, tile.colored_bed_blue.name
quark:colored_bed_brown, tile.colored_bed_brown.name
quark:colored_bed_green, tile.colored_bed_green.name
quark:colored_bed_black, tile.colored_bed_black.name
quark:colored_bed_item:0, White Bed
quark:colored_bed_item:1, Orange Bed
quark:colored_bed_item:2, Magenta Bed
quark:colored_bed_item:3, Light Blue Bed
quark:colored_bed_item:4, Yellow Bed
quark:colored_bed_item:5, Lime Bed
quark:colored_bed_item:6, Pink Bed
quark:colored_bed_item:7, Gray Bed
quark:colored_bed_item:8, Light Gray Bed
quark:colored_bed_item:9, Cyan Bed
quark:colored_bed_item:10, Purple Bed
quark:colored_bed_item:11, Blue Bed
quark:colored_bed_item:12, Brown Bed
quark:colored_bed_item:13, Green Bed
quark:colored_bed_item:14, Black Bed
quark:custom_chest:0, Spruce Chest
quark:custom_chest:1, Birch Chest
